file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source
hpf_ca1__202244_016_edited.swc,pyramidal,2222,v12_gentle_seed789,0.5000,0.6679,1.0000,,0.0000,pyramidal,0.9944,True,1,8238.23,8242.00,3.77,117.25,0.667,0.332,0.000,1483,738,0,0.68,hpf_ca1
hpf_ca1__202246_003_edited.swc,pyramidal,8855,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9965,True,1,8172.07,,,0.00,0.866,0.000,0.133,7672,1182,0,2.32,hpf_ca1
hpf_ca1__202246_012_edited.swc,pyramidal,55209,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9945,True,1,7648.14,,,0.00,0.960,0.000,0.040,52986,2222,0,3.52,hpf_ca1
hpf_ca1__202246_023_edited.swc,pyramidal,58077,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9902,True,1,8460.59,,,0.00,0.953,0.000,0.047,55338,2738,0,3.92,hpf_ca1
hpf_ca1__202246_031_edited.swc,pyramidal,22284,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,8661.01,8568.87,-92.14,352.51,0.874,0.085,0.041,19485,915,1883,2.04,hpf_ca1
hpf_ca1__202248_007_edited.swc,pyramidal,21312,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9839,True,1,8169.85,,,0.00,0.908,0.000,0.092,19347,1964,0,2.96,hpf_ca1
hpf_ca1__202248_018_edited.swc,pyramidal,14799,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8551.41,8390.87,-160.54,396.07,0.742,0.122,0.136,10977,2011,1810,1.63,hpf_ca1
hpf_ca1__202248_019_edited.swc,pyramidal,8697,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9861,True,1,8266.76,8144.06,-122.70,265.92,0.782,0.136,0.082,6799,716,1181,2.88,hpf_ca1
hpf_ca1__202248_024_edited.swc,pyramidal,24732,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9985,True,1,7598.10,7655.69,57.59,468.71,0.856,0.088,0.056,21178,1377,2176,2.19,hpf_ca1
hpf_ca1__202249_047_edited.swc,pyramidal,19943,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9982,True,1,8628.74,,,0.00,0.925,0.000,0.075,18443,1499,0,2.01,hpf_ca1
hpf_ca1__202250_018_edited.swc,pyramidal,38028,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9980,True,1,8000.62,,,0.00,0.924,0.000,0.076,35154,2873,0,2.40,hpf_ca1
hpf_ca1__202251_031_edited.swc,pyramidal,14983,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9922,True,1,2870.62,,,0.00,0.904,0.000,0.096,13540,1442,0,4.15,hpf_ca1
hpf_ca1__202252_001_edited.swc,pyramidal,48744,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9820,True,1,3867.74,,,0.00,0.948,0.000,0.052,46212,2531,0,13.14,hpf_ca1
hpf_ca1__202252_004_edited.swc,pyramidal,25228,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9991,True,1,3122.40,3191.82,69.42,315.33,0.886,0.069,0.045,22350,1144,1733,2.33,hpf_ca1
hpf_ca1__202252_006_edited.swc,pyramidal,31045,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,3052.21,3081.86,29.65,361.64,0.882,0.080,0.037,27386,1159,2499,2.61,hpf_ca1
hpf_ca1__202252_007_edited.swc,pyramidal,24544,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,3127.98,3133.57,5.59,392.41,0.855,0.113,0.032,20986,791,2766,2.26,hpf_ca1
hpf_ca1__202252_012_edited.swc,pyramidal,42856,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9737,True,1,3229.26,,,0.00,0.951,0.000,0.049,40750,2105,0,5.72,hpf_ca1
hpf_ca1__202258_026_edited.swc,pyramidal,81411,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,9103.07,8883.52,-219.55,724.02,0.951,0.039,0.010,77402,828,3180,5.38,hpf_ca1
hpf_ca1__202258_044_edited.swc,pyramidal,46542,v12_gentle_seed789,0.8738,0.9888,1.0000,0.7265,0.8950,pyramidal,0.9986,True,1,9502.14,9189.27,-312.87,716.45,0.926,0.048,0.026,43108,692,2741,3.20,hpf_ca1
hpf_ca1__202259_054_edited.swc,pyramidal,26126,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8819.57,8622.62,-196.95,454.51,0.945,0.034,0.022,24681,567,877,2.04,hpf_ca1
hpf_ca1__202259_069_edited.swc,pyramidal,65527,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,8763.46,8550.11,-213.35,475.00,0.965,0.018,0.016,63245,1074,1207,3.85,hpf_ca1
hpf_ca1__202259_134_edited.swc,pyramidal,59347,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8931.12,8688.11,-243.01,512.78,0.959,0.032,0.009,56903,531,1912,3.78,hpf_ca1
hpf_ca1__202260_002_edited.swc,pyramidal,45091,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9615.37,9361.00,-254.37,598.94,0.937,0.039,0.024,42268,1075,1747,3.17,hpf_ca1
hpf_ca1__202261_005_edited.swc,pyramidal,37599,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9948,True,1,8775.52,8580.74,-194.78,452.53,0.935,0.025,0.040,35165,1486,947,3.30,hpf_ca1
hpf_ca1__202261_011_edited.swc,pyramidal,51978,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,8764.12,8612.63,-151.49,388.60,0.946,0.037,0.016,49193,842,1942,3.54,hpf_ca1
hpf_ca1__202261_017_edited.swc,pyramidal,45215,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8775.41,8590.66,-184.75,425.42,0.936,0.039,0.025,42306,1148,1760,3.25,hpf_ca1
hpf_ca1__202261_029_edited.swc,pyramidal,6616,v12_gentle_seed789,0.9063,0.8659,1.0000,0.8127,,pyramidal,0.9982,True,1,8894.33,,,0.00,0.575,0.000,0.425,3804,1924,887,1.31,hpf_ca1
hpf_ca1__202261_030_edited.swc,pyramidal,24177,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9985,True,1,8814.51,8615.22,-199.29,449.78,0.937,0.028,0.035,22658,845,673,1.61,hpf_ca1
hpf_ca1__202261_102_edited.swc,pyramidal,77364,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9312.47,9031.17,-281.30,710.37,0.944,0.032,0.024,73054,1819,2490,5.20,hpf_ca1
hpf_ca1__202261_111_edited.swc,pyramidal,68075,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9097.06,8917.86,-179.20,469.09,0.960,0.022,0.018,65370,1213,1491,4.41,hpf_ca1
hpf_ca1__202269_017_edited.swc,pyramidal,78222,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9089.41,8932.15,-157.26,544.91,0.933,0.037,0.030,72959,2378,2884,5.28,hpf_ca1
hpf_ca1__202271_127_edited.swc,pyramidal,47994,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9612.35,9411.42,-200.93,534.87,0.904,0.064,0.032,43385,1557,3051,3.64,hpf_ca1
hpf_ca1__202271_143_edited.swc,pyramidal,23552,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9991,True,1,9621.30,9400.14,-221.16,551.01,0.868,0.085,0.048,20434,1124,1993,2.48,hpf_ca1
hpf_ca1__202271_177_edited.swc,pyramidal,65706,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9983,True,1,9247.33,,,0.00,0.960,0.000,0.040,63105,2600,0,4.73,hpf_ca1
hpf_ca1__202271_179_edited.swc,pyramidal,22142,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9963,True,1,9590.84,,,0.00,0.915,0.000,0.085,20270,1871,0,3.41,hpf_ca1
hpf_ca1__202271_180_edited.swc,pyramidal,34721,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9973,True,1,9452.06,,,0.00,0.954,0.000,0.045,33141,1579,0,3.78,hpf_ca1
hpf_ca1__202272_052_edited.swc,pyramidal,52913,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9980,True,1,8763.19,,,0.00,0.939,0.000,0.061,49691,3221,0,3.77,hpf_ca1
hpf_ca1__202272_102_edited.swc,pyramidal,43119,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9416.26,9222.09,-194.17,470.06,0.907,0.056,0.037,39097,1601,2420,3.09,hpf_ca1
hpf_ca1__202274_080_edited.swc,pyramidal,36295,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,8814.95,8676.83,-138.12,384.65,0.939,0.033,0.028,34083,1010,1201,2.46,hpf_ca1
hpf_ca1__202274_082_edited.swc,pyramidal,20246,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9977,True,1,8845.76,,,0.00,0.898,0.000,0.102,18181,2064,0,1.79,hpf_ca1
hpf_ca1__202274_094_edited.swc,pyramidal,58538,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,9026.81,8896.53,-130.28,348.11,0.954,0.024,0.022,55834,1288,1415,3.53,hpf_ca1
hpf_ca1__202274_096_edited.swc,pyramidal,64438,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9226.72,8984.39,-242.33,605.64,0.934,0.037,0.029,60192,1876,2369,4.10,hpf_ca1
hpf_ca1__202396_035_edited.swc,pyramidal,48891,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9043.93,8904.96,-138.97,368.34,0.941,0.036,0.023,46010,1104,1776,3.15,hpf_ca1
hpf_ca1__202396_051_edited.swc,pyramidal,44449,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9971,True,1,9684.47,9375.22,-309.25,656.84,0.926,0.046,0.028,41166,1235,2047,3.28,hpf_ca1
hpf_ca1__202399_003_edited.swc,pyramidal,15413,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9963,True,1,9584.25,9332.19,-252.06,541.42,0.913,0.059,0.029,14069,440,903,1.36,hpf_ca1
hpf_ca1__202399_006_edited.swc,pyramidal,11612,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9948,True,1,9626.64,9303.99,-322.65,611.13,0.857,0.093,0.049,9956,570,1085,1.12,hpf_ca1
hpf_ca1__202399_022_edited.swc,pyramidal,51007,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9577.74,9364.57,-213.17,543.38,0.893,0.065,0.041,45555,2115,3336,3.50,hpf_ca1
hpf_ca1__202400_003_edited.swc,pyramidal,34399,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9161.32,9003.47,-157.85,423.79,0.927,0.050,0.023,31889,796,1713,2.44,hpf_ca1
hpf_ca1__202400_014_edited.swc,pyramidal,38881,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9223.25,9117.67,-105.58,301.32,0.941,0.037,0.022,36569,865,1446,2.65,hpf_ca1
hpf_ca1__202400_052_edited.swc,pyramidal,34671,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9411.20,9260.56,-150.64,381.83,0.908,0.056,0.036,31495,1245,1930,2.77,hpf_ca1
hpf_ca1__202400_120_edited.swc,pyramidal,66020,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9432.65,9285.58,-147.07,408.84,0.921,0.055,0.024,60818,1593,3608,4.42,hpf_ca1
hpf_ca1__202401_067_edited.swc,pyramidal,10877,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9499.87,9303.13,-196.74,397.54,0.703,0.185,0.112,7646,1214,2016,1.35,hpf_ca1
hpf_ca1__202401_137_edited.swc,pyramidal,69637,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9208.09,9025.27,-182.82,401.40,0.925,0.042,0.033,64417,2297,2922,4.32,hpf_ca1
hpf_ca1__202401_138_edited.swc,pyramidal,121907,v12_gentle_seed789,0.8442,0.9901,1.0000,0.7859,0.7468,pyramidal,0.9989,True,1,9283.42,9124.90,-158.52,463.90,0.957,0.025,0.018,116683,3436,1787,6.94,hpf_ca1
hpf_ca1__202401_213_edited.swc,pyramidal,60914,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9480.53,9298.27,-182.26,555.70,0.923,0.057,0.020,56229,1207,3477,3.88,hpf_ca1
hpf_ca1__202401_223_edited.swc,pyramidal,13819,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9525.52,9322.93,-202.59,455.26,0.795,0.127,0.078,10980,1081,1757,1.54,hpf_ca1
hpf_ca1__202402_015_edited.swc,pyramidal,40277,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9057.88,8918.52,-139.36,309.08,0.930,0.051,0.019,37444,768,2064,2.68,hpf_ca1
hpf_ca1__202402_032_edited.swc,pyramidal,9544,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9940,True,1,9144.47,8979.48,-164.99,400.64,0.806,0.149,0.044,7695,423,1425,1.57,hpf_ca1
hpf_ca1__202403_090_edited.swc,pyramidal,24244,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9673.62,9492.71,-180.91,525.34,0.871,0.082,0.047,21124,1139,1980,2.47,hpf_ca1
hpf_ca1__202403_106_edited.swc,pyramidal,3038,v12_gentle_seed789,0.5000,0.3947,0.0000,1.0000,,pyramidal,0.9961,True,1,9528.61,,,0.00,0.605,0.000,0.394,0,1198,1839,1.02,hpf_ca1
hpf_ca1__202403_125_edited.swc,pyramidal,85402,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9556.23,9278.25,-277.98,497.72,0.947,0.033,0.020,80897,1719,2785,4.87,hpf_ca1
hpf_ca1__202404_035_edited.swc,pyramidal,16354,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,9347.78,9177.65,-170.13,430.83,0.854,0.111,0.036,13962,583,1808,1.88,hpf_ca1
hpf_ca1__202405_001_edited.swc,pyramidal,113277,v12_gentle_seed789,0.7953,0.9834,1.0000,0.5905,,pyramidal,0.9986,True,1,9037.83,,,0.00,0.971,0.000,0.029,110037,1357,1882,8.56,hpf_ca1
hpf_ca1__202405_016_edited.swc,pyramidal,21298,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,9376.49,9214.69,-161.80,461.77,0.896,0.064,0.040,19074,851,1372,1.83,hpf_ca1
hpf_ca1__202409_001_edited.swc,pyramidal,60887,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9976,True,1,7866.21,,,0.00,0.947,0.000,0.053,57665,3221,0,4.03,hpf_ca1
hpf_ca1__202409_003_edited.swc,pyramidal,23409,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9971,True,1,7345.94,,,0.00,0.961,0.000,0.039,22502,906,0,2.86,hpf_ca1
hpf_ca1__202410_002_edited.swc,pyramidal,27576,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9975,True,1,4498.74,,,0.00,0.947,0.000,0.053,26126,1449,0,3.38,hpf_ca1
hpf_ca1__202410_003_edited.swc,pyramidal,10278,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9945,True,1,4538.68,,,0.00,0.885,0.000,0.115,9094,1183,0,2.16,hpf_ca1
hpf_ca1__202410_007_edited.swc,pyramidal,20007,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9976,True,1,4749.98,4680.10,-69.88,419.63,0.837,0.112,0.051,16742,1028,2236,2.22,hpf_ca1
hpf_ca1__202410_009_edited.swc,pyramidal,9216,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9986,True,1,4727.37,4625.77,-101.60,400.43,0.598,0.268,0.134,5512,1233,2470,1.53,hpf_ca1
hpf_ca1__202411_005_edited.swc,pyramidal,20603,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9963,True,1,3944.83,,,0.00,0.955,0.000,0.045,19676,926,0,2.78,hpf_ca1
hpf_ca1__202411_017_edited.swc,pyramidal,15041,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9991,True,1,4052.29,3967.70,-84.59,446.45,0.779,0.133,0.087,11718,1315,2007,1.94,hpf_ca1
hpf_ca1__202412_001_edited.swc,pyramidal,51541,v12_gentle_seed789,0.7507,0.9541,1.0000,0.5015,,pyramidal,0.9987,True,1,9331.55,,,0.00,0.931,0.000,0.069,47987,1189,2364,3.37,hpf_ca1
hpf_ca1__202412_006_edited.swc,pyramidal,9590,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9946,True,1,9552.94,9299.68,-253.26,520.32,0.742,0.148,0.109,7117,1049,1423,1.33,hpf_ca1
hpf_ca1__202413_058_edited.swc,pyramidal,51411,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9612.76,9407.07,-205.69,491.28,0.962,0.031,0.007,49460,367,1583,3.23,hpf_ca1
hpf_ca1__202413_096_edited.swc,pyramidal,1993,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9681,True,1,9253.72,,,0.00,0.418,0.000,0.582,833,1159,0,0.65,hpf_ca1
hpf_ca1__202414_052_edited.swc,pyramidal,34603,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,1696.54,2031.35,334.81,583.68,0.916,0.049,0.035,31704,1200,1698,2.56,hpf_ca1
hpf_ca1__202414_055_edited.swc,pyramidal,35822,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,1838.15,2081.11,242.96,505.83,0.925,0.046,0.029,33149,1038,1634,2.58,hpf_ca1
hpf_ca1__202414_260_edited.swc,pyramidal,31302,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,2031.03,2190.23,159.20,385.90,0.877,0.072,0.051,27449,1608,2244,3.11,hpf_ca1
hpf_ca1__202414_446_edited.swc,pyramidal,15695,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9982,True,1,1683.89,1916.72,232.83,540.60,0.786,0.149,0.065,12332,1023,2339,1.81,hpf_ca1
hpf_ca1__202414_524_edited.swc,pyramidal,32731,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9417.44,9257.81,-159.63,363.14,0.866,0.087,0.047,28333,1538,2859,2.77,hpf_ca1
hpf_ca1__202414_532_edited.swc,pyramidal,61977,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9253.58,9101.81,-151.77,479.21,0.916,0.057,0.028,56741,1733,3502,4.35,hpf_ca1
hpf_ca1__202414_533_edited.swc,pyramidal,90455,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9153.52,9027.04,-126.48,474.84,0.949,0.036,0.016,85820,1410,3224,5.66,hpf_ca1
hpf_ca1__202414_539_edited.swc,pyramidal,86123,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,8892.64,8820.08,-72.56,454.79,0.929,0.045,0.026,80015,2197,3910,5.57,hpf_ca1
hpf_ca1__202415_004_edited.swc,pyramidal,41997,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,9479.57,9305.14,-174.43,440.36,0.903,0.058,0.039,37907,1655,2434,2.94,hpf_ca1
hpf_ca1__202415_025_edited.swc,pyramidal,46180,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9984,True,1,9825.83,9588.62,-237.21,654.11,0.918,0.048,0.034,42393,1553,2233,3.20,hpf_ca1
hpf_ca1__202415_034_edited.swc,pyramidal,17069,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9991,True,1,9768.95,9523.23,-245.72,551.76,0.828,0.104,0.068,14131,1159,1778,1.59,hpf_ca1
hpf_ca1__202418_001_edited.swc,pyramidal,33930,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,8305.18,8249.07,-56.11,301.98,0.897,0.048,0.055,30437,1869,1623,2.70,hpf_ca1
hpf_ca1__202418_011_edited.swc,pyramidal,29403,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,8354.61,8258.05,-96.56,476.60,0.879,0.080,0.041,25840,1215,2347,2.70,hpf_ca1
hpf_ca1__202418_012_edited.swc,pyramidal,35096,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,8432.61,8356.22,-76.39,371.94,0.902,0.059,0.039,31645,1381,2069,3.45,hpf_ca1
hpf_ca1__202418_015_edited.swc,pyramidal,22865,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9989,True,1,8626.98,8552.78,-74.20,334.74,0.888,0.082,0.030,20314,677,1873,2.27,hpf_ca1
hpf_ca1__202418_019_edited.swc,pyramidal,78146,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9989,True,1,8673.77,,,0.00,0.972,0.000,0.028,75932,2213,0,4.65,hpf_ca1
hpf_ca1__202422_002_edited.swc,pyramidal,44099,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,8945.61,8839.86,-105.75,348.34,0.920,0.055,0.026,40560,1128,2410,4.84,hpf_ca1
hpf_ca1__202422_013_edited.swc,pyramidal,41120,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9178.25,9046.96,-131.29,433.66,0.877,0.069,0.054,36050,2234,2835,4.15,hpf_ca1
hpf_ca1__202423_006_edited.swc,pyramidal,16777,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9797,True,1,9725.99,9481.98,-244.01,490.52,0.823,0.112,0.066,13805,1099,1872,2.22,hpf_ca1
hpf_ca1__202423_024_edited.swc,pyramidal,37789,v12_gentle_seed789,0.7962,0.9381,1.0000,0.5923,,pyramidal,0.9767,True,1,9761.50,,,0.00,0.893,0.000,0.107,33748,1700,2340,15.61,hpf_ca1
hpf_ca1__202423_027_edited.swc,pyramidal,36730,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9765.26,9492.40,-272.86,530.38,0.940,0.029,0.031,34522,1155,1052,2.70,hpf_ca1
hpf_ca1__202426_053_edited.swc,pyramidal,61653,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,1663.74,1980.58,316.84,591.72,0.930,0.046,0.025,57318,1511,2823,4.34,hpf_ca1
hpf_ca1__202426_055_edited.swc,pyramidal,104139,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9974,True,1,9687.92,9339.32,-348.60,709.33,0.941,0.033,0.026,98024,2700,3414,7.42,hpf_ca1
hpf_ca1__202426_098_edited.swc,pyramidal,45169,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9630.57,9349.41,-281.16,624.53,0.924,0.038,0.039,41716,1758,1694,2.90,hpf_ca1
hpf_ca1__202426_108_edited.swc,pyramidal,24856,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9990,True,1,9416.02,9231.26,-184.76,458.02,0.887,0.082,0.031,22043,775,2037,2.12,hpf_ca1
hpf_ca1__202426_147_edited.swc,pyramidal,36084,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9981,True,1,1715.50,1931.61,216.11,477.44,0.899,0.064,0.037,32451,1331,2301,2.87,hpf_ca1
hpf_ca1__202426_155_edited.swc,pyramidal,47892,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,2083.46,2225.45,141.99,470.51,0.913,0.054,0.033,43742,1561,2588,3.43,hpf_ca1
hpf_ca1__202427_057_edited.swc,pyramidal,23695,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9976,True,1,9224.36,9110.43,-113.93,360.83,0.872,0.089,0.039,20659,917,2118,2.17,hpf_ca1
hpf_ca1__202427_079_edited.swc,pyramidal,37481,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,1673.13,1998.97,325.84,556.79,0.928,0.041,0.031,34767,1176,1537,2.69,hpf_ca1
hpf_ca1__202427_123_edited.swc,pyramidal,60413,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9987,True,1,9840.21,9510.31,-329.90,738.90,0.942,0.039,0.019,56927,1140,2345,3.89,hpf_ca1
hpf_ca1__202461_007_edited.swc,pyramidal,120271,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,1.0000,pyramidal,0.9988,True,1,8861.11,8674.54,-186.57,442.40,0.963,0.018,0.019,115777,2273,2220,6.73,hpf_ca1
hpf_ca1__202461_011_edited.swc,pyramidal,47046,v12_gentle_seed789,1.0000,1.0000,1.0000,1.0000,,pyramidal,0.9965,True,1,9073.94,,,0.00,0.953,0.000,0.047,44845,2200,0,3.08,hpf_ca1
