row_id,model_seed,file,cell_type_gt,n_nodes,seed_used,held_out_F1,acc,axon_F1,basal_F1,apical_F1,stage1_pred,stage1_conf,stage1_correct,n_components,soma_z,apical_mean_z,apical_above_soma,apical_z_extent,axon_frac,apical_frac,basal_frac,pred_axon,pred_basal,pred_apical,elapsed_s,source,bad_f060,categories,n_categories,flag_score,flagged,flag_selected_model,flag_selected_feature_set,in_bottom_slice
seed42:neuromorpho__19-02-19B-01-cell2.swc,42,neuromorpho__19-02-19B-01-cell2.swc,interneuron,4895,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9461,True,1,6.0,,,0.0,0.0,0.0,1.0,0,4894,0,0.48,neuromorpho,False,,0,0.1648512598746319,False,rf,no_lab,False
seed42:neuromorpho__19-02-19B-02-cell1.swc,42,neuromorpho__19-02-19B-02-cell1.swc,interneuron,3524,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9919,True,1,4.0,,,0.0,0.0,0.0,1.0,0,3523,0,0.52,neuromorpho,False,,0,0.1469689725104536,False,rf,no_lab,False
seed42:neuromorpho__196_1_C2.swc,42,neuromorpho__196_1_C2.swc,interneuron,46419,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9973,True,1,0.0,,,0.0,0.795,0.0,0.204,36926,9492,0,4.19,neuromorpho,False,,0,0.0239589176075081,False,rf,no_lab,False
seed42:neuromorpho__19_26.swc,42,neuromorpho__19_26.swc,pyramidal,1956,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9897,True,1,0.0,,,0.0,0.0,0.0,0.999,0,1955,0,1.35,neuromorpho,False,,0,0.0062318597846233,False,rf,no_lab,False
seed42:neuromorpho__19_den_ax.swc,42,neuromorpho__19_den_ax.swc,pyramidal,119039,v12_gentle_seed42,0.4727,0.9522,0.9869,0.4312,0.0,pyramidal,0.9935,True,1,0.0,-18.47,-18.47,210.46,0.964,0.023,0.013,112566,3903,2569,8.48,neuromorpho,True,APICAL_INVERTED|BASAL_LOST,2,0.1144366649470944,False,rf,no_lab,True
seed42:neuromorpho__1A4.swc,42,neuromorpho__1A4.swc,pyramidal,2338,v12_gentle_seed42,0.593,0.4217,,0.593,,pyramidal,0.7949,True,1,0.0,,,0.0,0.0,0.0,1.0,1352,985,0,1.1,neuromorpho,True,,0,0.8968792903275998,True,rf,no_lab,True
seed42:neuromorpho__1_56.swc,42,neuromorpho__1_56.swc,pyramidal,9629,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.93,True,1,0.0,,,0.0,0.0,0.0,1.0,0,9628,0,4.79,neuromorpho,False,,0,0.0509770627360844,False,rf,no_lab,False
seed42:neuromorpho__1a_4.swc,42,neuromorpho__1a_4.swc,pyramidal,1700,v12_gentle_seed42,0.8971,0.8135,,0.8971,,pyramidal,0.8731,True,1,0.0,,,0.0,0.0,0.0,0.999,317,1382,0,0.71,neuromorpho,False,,0,0.6268599666747824,True,rf,no_lab,False
seed42:neuromorpho__2-ENU2-treated-neuron1_2.swc,42,neuromorpho__2-ENU2-treated-neuron1_2.swc,pyramidal,478,v12_gentle_seed42,1.0,1.0,,1.0,1.0,pyramidal,0.8886,True,1,0.0,-0.95,-0.95,11.18,0.0,0.389,0.609,0,291,186,0.67,neuromorpho,False,APICAL_INVERTED|TRUNCATED_APICAL,2,0.1893140959842037,False,rf,no_lab,False
seed42:neuromorpho__2-ENU2-veichle-neuron1_2.swc,42,neuromorpho__2-ENU2-veichle-neuron1_2.swc,pyramidal,198,v12_gentle_seed42,0.2836,0.399,,0.5673,0.0,interneuron,0.6642,False,1,0.0,-2.62,-2.62,21.35,0.0,0.601,0.394,0,197,0,0.27,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL|STAGE1_PROPAGATION,5,0.4865256466679138,True,rf,no_lab,True
seed42:neuromorpho__2-ENU2-veichle-neuron3.swc,42,neuromorpho__2-ENU2-veichle-neuron3.swc,pyramidal,209,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9913,True,1,-0.0,,,0.0,0.0,0.0,0.995,0,208,0,0.79,neuromorpho,False,,0,0.3845097133803073,False,rf,no_lab,False
seed42:neuromorpho__2-wild-type-veichle-neuron3.swc,42,neuromorpho__2-wild-type-veichle-neuron3.swc,pyramidal,288,v12_gentle_seed42,1.0,1.0,,1.0,,pyramidal,0.9949,True,1,0.0,,,0.0,0.0,0.0,0.997,0,287,0,0.8,neuromorpho,False,,0,0.0052755362630976,False,rf,no_lab,False
seed42:neuromorpho__20120320sc4.swc,42,neuromorpho__20120320sc4.swc,interneuron,26082,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9934,True,1,0.0,,,0.0,0.955,0.0,0.045,24904,1177,0,3.56,neuromorpho,False,,0,0.0802793367695929,False,rf,no_lab,False
seed42:neuromorpho__2016-08-11-slice-3-cell-7-rotated.swc,42,neuromorpho__2016-08-11-slice-3-cell-7-rotated.swc,interneuron,19344,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.995,True,1,0.0,,,0.0,0.85,0.0,0.15,16433,2910,0,1.13,neuromorpho,False,,0,0.0068830881060291,False,rf,no_lab,False
seed42:neuromorpho__2016-09-06-slice-C-cell-7-rotated.swc,42,neuromorpho__2016-09-06-slice-C-cell-7-rotated.swc,interneuron,21108,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9958,True,1,0.0,,,0.0,0.955,0.0,0.045,20161,946,0,1.87,neuromorpho,False,,0,0.0021514552010151,False,rf,no_lab,False
seed42:neuromorpho__2016-16-12-slice-e-cell-3-rotated.swc,42,neuromorpho__2016-16-12-slice-e-cell-3-rotated.swc,interneuron,16851,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.997,True,1,0.0,,,0.0,0.888,0.0,0.112,14971,1879,0,1.18,neuromorpho,False,,0,0.0065700386911582,False,rf,no_lab,False
seed42:neuromorpho__2016-30-09-slice-4-cell-8-rotated.swc,42,neuromorpho__2016-30-09-slice-4-cell-8-rotated.swc,interneuron,4380,v12_gentle_seed42,0.3517,0.5427,0.0,0.7035,,interneuron,0.9836,True,1,0.0,,,0.0,0.457,0.0,0.542,0,4379,0,0.43,neuromorpho,True,AXON_DENDRITE_CONFUSION,1,0.3460765015575316,False,rf,no_lab,True
seed42:neuromorpho__2017-01-08-slice-4-cell-7-rotated.swc,42,neuromorpho__2017-01-08-slice-4-cell-7-rotated.swc,interneuron,43838,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9924,True,1,0.0,,,0.0,0.792,0.0,0.208,34713,9124,0,1.98,neuromorpho,False,,0,0.0289368760492003,False,rf,no_lab,False
seed42:neuromorpho__2017-01-09-slice-2-cell-2-rotated.swc,42,neuromorpho__2017-01-09-slice-2-cell-2-rotated.swc,interneuron,6461,v12_gentle_seed42,0.6358,0.6468,0.6989,0.5727,,interneuron,0.9935,True,1,0.0,,,0.0,0.41,0.0,0.59,4931,1529,0,0.54,neuromorpho,False,AXON_DENDRITE_CONFUSION,1,0.6723165394472316,True,rf,no_lab,True
seed42:neuromorpho__2017-02-08-slice-3-cell-2-rotated.swc,42,neuromorpho__2017-02-08-slice-3-cell-2-rotated.swc,interneuron,27194,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9972,True,1,0.0,,,0.0,0.97,0.0,0.03,26380,813,0,1.33,neuromorpho,False,,0,0.0175369652862461,False,rf,no_lab,False
seed42:neuromorpho__2017-03-05-slice-3-cell-7-rotated.swc,42,neuromorpho__2017-03-05-slice-3-cell-7-rotated.swc,interneuron,26232,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9958,True,1,0.0,,,0.0,0.885,0.0,0.115,23206,3025,0,1.51,neuromorpho,False,,0,0.0023671909268499,False,rf,no_lab,False
seed42:neuromorpho__2017-03-07-slice-1-cell-7-rotated.swc,42,neuromorpho__2017-03-07-slice-1-cell-7-rotated.swc,interneuron,8903,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9969,True,1,0.0,,,0.0,0.967,0.0,0.033,8607,295,0,0.79,neuromorpho,False,,0,0.0097266190293838,False,rf,no_lab,False
seed42:neuromorpho__2017-03-07-slice-2-cell-3-rotated.swc,42,neuromorpho__2017-03-07-slice-2-cell-3-rotated.swc,interneuron,16504,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9955,True,1,0.0,,,0.0,0.962,0.0,0.038,15879,624,0,0.95,neuromorpho,False,,0,0.012117093989181,False,rf,no_lab,False
seed42:neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,42,neuromorpho__2017-04-07-slice-2-cell-6-rotated.swc,interneuron,30629,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9955,True,1,0.0,,,0.0,0.834,0.0,0.166,25547,5081,0,1.25,neuromorpho,False,,0,0.0147010773583192,False,rf,no_lab,False
seed42:neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,42,neuromorpho__2017-06-08-slice-3-cell-7-rotated.swc,interneuron,12953,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9877,True,1,0.0,,,0.0,0.47,0.0,0.53,6090,6862,0,0.69,neuromorpho,False,,0,0.3661871582818629,False,rf,no_lab,False
seed42:neuromorpho__2017-09-02-slice-3-cell-2-roteted.swc,42,neuromorpho__2017-09-02-slice-3-cell-2-roteted.swc,interneuron,53409,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9951,True,1,0.0,,,0.0,0.921,0.0,0.079,49209,4199,0,2.64,neuromorpho,False,,0,0.0067940312322719,False,rf,no_lab,False
seed42:neuromorpho__2017-12-02-slice-3-cell-2-rotated.swc,42,neuromorpho__2017-12-02-slice-3-cell-2-rotated.swc,interneuron,21351,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.997,True,1,0.0,,,0.0,0.913,0.0,0.087,19498,1852,0,1.41,neuromorpho,False,,0,0.0029581129114789,False,rf,no_lab,False
seed42:neuromorpho__2017-12-02-slice-3-cell-3-rotated.swc,42,neuromorpho__2017-12-02-slice-3-cell-3-rotated.swc,interneuron,26518,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9845,True,1,0.0,,,0.0,0.864,0.0,0.135,22924,3593,0,1.32,neuromorpho,False,,0,0.0154976590849496,False,rf,no_lab,False
seed42:neuromorpho__2017-16-05-slice-1-cell-6-rotated.swc,42,neuromorpho__2017-16-05-slice-1-cell-6-rotated.swc,interneuron,25907,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9946,True,1,0.0,,,0.0,0.944,0.0,0.056,24452,1454,0,1.19,neuromorpho,False,,0,0.0232369361110429,False,rf,no_lab,False
seed42:neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,42,neuromorpho__2017-16-10-slice-3-cell-2-rotated.swc,interneuron,16910,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9979,True,1,0.0,,,0.0,0.969,0.0,0.031,16389,520,0,1.18,neuromorpho,False,,0,0.0068539892761922,False,rf,no_lab,False
seed42:neuromorpho__2017-18-10-slice-1-cell-2-rotated.swc,42,neuromorpho__2017-18-10-slice-1-cell-2-rotated.swc,interneuron,31085,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9962,True,1,0.0,,,0.0,0.856,0.0,0.144,26608,4476,0,1.52,neuromorpho,False,,0,0.0042916199676807,False,rf,no_lab,False
seed42:neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,42,neuromorpho__2017-18-10-slice-1-cell-6-rotated.swc,interneuron,38823,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9944,True,1,0.0,,,0.0,0.906,0.0,0.094,35155,3667,0,1.66,neuromorpho,False,,0,0.0069970140928844,False,rf,no_lab,False
seed42:neuromorpho__2017-23-10-slice-2-cell-7-rotated.swc,42,neuromorpho__2017-23-10-slice-2-cell-7-rotated.swc,interneuron,22847,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9973,True,1,0.0,,,0.0,0.98,0.0,0.02,22379,467,0,1.45,neuromorpho,False,,0,0.011833457595397,False,rf,no_lab,False
seed42:neuromorpho__2017-23-10-slice-3-cell-6-rotated.swc,42,neuromorpho__2017-23-10-slice-3-cell-6-rotated.swc,interneuron,24300,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9964,True,1,0.0,,,0.0,0.981,0.0,0.019,23848,451,0,1.3,neuromorpho,False,,0,0.0177024615573981,False,rf,no_lab,False
seed42:neuromorpho__2017-29-03-slice-2-cell-2-rotated.swc,42,neuromorpho__2017-29-03-slice-2-cell-2-rotated.swc,interneuron,24223,v12_gentle_seed42,0.922,0.9798,0.9892,0.8549,,interneuron,0.9955,True,1,0.0,,,0.0,0.92,0.0,0.08,22782,1440,0,1.66,neuromorpho,False,,0,0.0255689750523183,False,rf,no_lab,False
seed42:neuromorpho__20171005C01.swc,42,neuromorpho__20171005C01.swc,pyramidal,3089,v12_gentle_seed42,0.4278,0.7478,,0.8557,0.0,interneuron,0.666,False,1,0.0,-17.77,-17.77,65.4,0.0,0.252,0.747,0,3088,0,0.48,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|STAGE1_PROPAGATION,4,0.476649799688869,True,rf,no_lab,True
seed42:neuromorpho__20180109B01.swc,42,neuromorpho__20180109B01.swc,pyramidal,3155,v12_gentle_seed42,0.1174,0.2139,0.0,0.3521,0.0,interneuron,0.5417,False,1,0.0,1.23,1.23,74.72,0.01,0.776,0.214,0,3154,0,0.41,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|AXON_DENDRITE_CONFUSION|BASAL_LOST|STAGE1_PROPAGATION,5,0.676563382535558,True,rf,no_lab,True
seed42:neuromorpho__20180207A01.swc,42,neuromorpho__20180207A01.swc,pyramidal,1997,v12_gentle_seed42,0.2533,0.3395,,0.5065,0.0,interneuron,0.8243,False,1,0.0,-8.77,-8.77,35.45,0.0,0.578,0.421,164,1832,0,0.32,neuromorpho,True,APICAL_MISSED|APICAL_UNDERPREDICTED|APICAL_INVERTED|TRUNCATED_APICAL|STAGE1_PROPAGATION,5,0.4380711670531013,True,rf,no_lab,True
seed42:neuromorpho__20180404_sample_5.swc,42,neuromorpho__20180404_sample_5.swc,interneuron,4886,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9977,True,1,0.0,,,0.0,0.949,0.0,0.051,4635,250,0,0.85,neuromorpho,False,,0,0.0030816796865974,False,rf,no_lab,False
seed42:neuromorpho__20180515_sample_1.swc,42,neuromorpho__20180515_sample_1.swc,interneuron,4479,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.961,True,1,0.0,,,0.0,0.779,0.0,0.221,3489,989,0,0.59,neuromorpho,False,,0,0.0315266059790156,False,rf,no_lab,False
seed42:neuromorpho__20180607-60L5-2-1-428-03-249-80-46.swc,42,neuromorpho__20180607-60L5-2-1-428-03-249-80-46.swc,interneuron,411,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.7423,True,1,0.0,,,0.0,0.0,0.0,0.998,0,410,0,0.25,neuromorpho,False,,0,0.4707465740571165,True,rf,no_lab,False
seed42:neuromorpho__20180607-L1R2-2-3-451-09-113-14-40.swc,42,neuromorpho__20180607-L1R2-2-3-451-09-113-14-40.swc,interneuron,308,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9872,True,1,0.0,,,0.0,0.0,0.0,0.997,0,307,0,0.24,neuromorpho,False,,0,0.0932493877205743,False,rf,no_lab,False
seed42:neuromorpho__20180607-L1R2-3-1-276-15-298-35-46.swc,42,neuromorpho__20180607-L1R2-3-1-276-15-298-35-46.swc,interneuron,633,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.7764,True,1,0.0,,,0.0,0.0,0.0,0.998,0,632,0,0.25,neuromorpho,False,,0,0.1828058499832026,False,rf,no_lab,False
seed42:neuromorpho__20180607-L1R2-6-1-526-18-132-17-27.swc,42,neuromorpho__20180607-L1R2-6-1-526-18-132-17-27.swc,interneuron,298,v12_gentle_seed42,1.0,1.0,,1.0,,interneuron,0.9853,True,1,0.0,,,0.0,0.0,0.0,0.997,0,297,0,0.22,neuromorpho,False,,0,0.0439249689631053,False,rf,no_lab,False
seed42:neuromorpho__20180621_sample_7.swc,42,neuromorpho__20180621_sample_7.swc,interneuron,4665,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9735,True,1,0.0,,,0.0,0.612,0.0,0.388,2854,1810,0,0.61,neuromorpho,False,,0,0.0146180628390211,False,rf,no_lab,False
seed42:neuromorpho__20180711_sample_1.swc,42,neuromorpho__20180711_sample_1.swc,interneuron,5003,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.3586,True,1,0.0,,,0.0,0.512,0.0,0.487,2564,2438,0,0.49,neuromorpho,False,,0,0.2189679694276627,False,rf,no_lab,False
seed42:neuromorpho__20180717_sample_3.swc,42,neuromorpho__20180717_sample_3.swc,interneuron,5524,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9963,True,1,0.0,,,0.0,0.878,0.0,0.122,4849,674,0,0.86,neuromorpho,False,,0,0.0021021459509966,False,rf,no_lab,False
seed42:neuromorpho__20180725_sample_9.swc,42,neuromorpho__20180725_sample_9.swc,interneuron,3349,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9576,True,1,0.0,,,0.0,0.788,0.0,0.212,2638,710,0,0.44,neuromorpho,False,,0,0.0295722244511996,False,rf,no_lab,False
seed42:neuromorpho__20180820_sample_1.swc,42,neuromorpho__20180820_sample_1.swc,interneuron,4441,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9974,True,1,0.0,,,0.0,0.995,0.0,0.005,4417,23,0,0.84,neuromorpho,False,,0,0.0300409095858424,False,rf,no_lab,False
seed42:neuromorpho__20180828_sample_5.swc,42,neuromorpho__20180828_sample_5.swc,interneuron,10975,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9979,True,1,0.0,,,0.0,0.991,0.0,0.009,10872,102,0,1.83,neuromorpho,False,,0,0.0205660848150431,False,rf,no_lab,False
seed42:neuromorpho__20180830_sample_1.swc,42,neuromorpho__20180830_sample_1.swc,interneuron,6293,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9969,True,1,-0.0,,,0.0,0.968,0.0,0.032,6093,199,0,1.25,neuromorpho,False,,0,0.0042264461010401,False,rf,no_lab,False
seed42:neuromorpho__20180904_sample_3.swc,42,neuromorpho__20180904_sample_3.swc,interneuron,9597,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9899,True,1,0.0,,,0.0,0.939,0.0,0.061,9013,583,0,1.5,neuromorpho,False,,0,0.0081542213699144,False,rf,no_lab,False
seed42:neuromorpho__20180904_sample_5.swc,42,neuromorpho__20180904_sample_5.swc,interneuron,10350,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9973,True,1,0.0,,,0.0,0.89,0.0,0.11,9209,1140,0,1.46,neuromorpho,False,,0,0.0074795597227725,False,rf,no_lab,False
seed42:neuromorpho__20180911_sample_6.swc,42,neuromorpho__20180911_sample_6.swc,interneuron,3643,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9639,True,1,0.0,,,0.0,0.58,0.0,0.419,2114,1528,0,0.76,neuromorpho,False,,0,0.0315725217832575,False,rf,no_lab,False
seed42:neuromorpho__20180918_sample_1.swc,42,neuromorpho__20180918_sample_1.swc,interneuron,2959,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9978,True,1,0.0,,,0.0,0.936,0.0,0.064,2770,188,0,0.97,neuromorpho,False,,0,0.0116597955700593,False,rf,no_lab,False
seed42:neuromorpho__20180920_sample_2.swc,42,neuromorpho__20180920_sample_2.swc,interneuron,4424,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.997,True,1,-0.0,,,0.0,0.979,0.0,0.02,4333,90,0,1.05,neuromorpho,False,,0,0.0062781119791687,False,rf,no_lab,False
seed42:neuromorpho__20181004_sample_8.swc,42,neuromorpho__20181004_sample_8.swc,interneuron,2523,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.992,True,1,0.0,,,0.0,0.946,0.0,0.054,2386,136,0,0.55,neuromorpho,False,,0,0.0129870543543932,False,rf,no_lab,False
seed42:neuromorpho__20181009_sample_7.swc,42,neuromorpho__20181009_sample_7.swc,interneuron,2602,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9953,True,1,0.0,,,0.0,0.798,0.0,0.202,2076,525,0,0.59,neuromorpho,False,,0,0.0042554292320568,False,rf,no_lab,False
seed42:neuromorpho__20181109_sample_7.swc,42,neuromorpho__20181109_sample_7.swc,interneuron,9620,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.914,0.0,0.086,8794,825,0,1.24,neuromorpho,False,,0,0.0072490156091367,False,rf,no_lab,False
seed42:neuromorpho__20181112_sample_6.swc,42,neuromorpho__20181112_sample_6.swc,interneuron,1396,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9151,True,1,0.0,,,0.0,0.869,0.0,0.13,1213,182,0,0.74,neuromorpho,False,,0,0.025920440077956,False,rf,no_lab,False
seed42:neuromorpho__20181116_sample_5.swc,42,neuromorpho__20181116_sample_5.swc,interneuron,6911,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9971,True,1,0.0,,,0.0,0.994,0.0,0.005,6872,38,0,1.17,neuromorpho,False,,0,0.0319795841389589,False,rf,no_lab,False
seed42:neuromorpho__20181121_sample_6.swc,42,neuromorpho__20181121_sample_6.swc,interneuron,5071,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9854,True,1,0.0,,,0.0,0.899,0.0,0.101,4557,513,0,0.8,neuromorpho,False,,0,0.0172216958011581,False,rf,no_lab,False
seed42:neuromorpho__20190122_sample_5.swc,42,neuromorpho__20190122_sample_5.swc,interneuron,4379,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9928,True,1,0.0,,,0.0,0.943,0.0,0.057,4129,249,0,0.75,neuromorpho,False,,0,0.0036851489190902,False,rf,no_lab,False
seed42:neuromorpho__20190122_sample_9.swc,42,neuromorpho__20190122_sample_9.swc,interneuron,10502,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9977,True,1,0.0,,,0.0,0.99,0.0,0.01,10397,104,0,1.79,neuromorpho,False,,0,0.021378647034939,False,rf,no_lab,False
seed42:neuromorpho__20190128_sample_12.swc,42,neuromorpho__20190128_sample_12.swc,interneuron,4505,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9973,True,1,0.0,,,0.0,0.957,0.0,0.043,4311,193,0,0.86,neuromorpho,False,,0,0.0026207128309816,False,rf,no_lab,False
seed42:neuromorpho__20190128_sample_2.swc,42,neuromorpho__20190128_sample_2.swc,interneuron,3559,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9966,True,1,0.0,,,0.0,0.841,0.0,0.158,2994,564,0,0.77,neuromorpho,False,,0,0.0017039103219347,False,rf,no_lab,False
seed42:neuromorpho__20190128_sample_7.swc,42,neuromorpho__20190128_sample_7.swc,interneuron,10538,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9978,True,1,0.0,,,0.0,0.991,0.0,0.009,10440,97,0,1.65,neuromorpho,False,,0,0.0062748829820761,False,rf,no_lab,False
seed42:neuromorpho__20190130_sample_10.swc,42,neuromorpho__20190130_sample_10.swc,interneuron,7003,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9906,True,1,0.0,,,0.0,0.985,0.0,0.014,6901,101,0,0.85,neuromorpho,False,,0,0.0104211162122224,False,rf,no_lab,False
seed42:neuromorpho__20190130_sample_3.swc,42,neuromorpho__20190130_sample_3.swc,interneuron,13391,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9961,True,1,0.0,,,0.0,0.927,0.0,0.073,12409,981,0,1.4,neuromorpho,False,,0,0.0097475196287239,False,rf,no_lab,False
seed42:neuromorpho__20190131_sample_5.swc,42,neuromorpho__20190131_sample_5.swc,interneuron,3633,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9927,True,1,0.0,,,0.0,0.9,0.0,0.1,3269,363,0,0.69,neuromorpho,False,,0,0.0036155525958782,False,rf,no_lab,False
seed42:neuromorpho__20190201_sample_3.swc,42,neuromorpho__20190201_sample_3.swc,interneuron,3938,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9977,True,1,0.0,,,0.0,0.922,0.0,0.078,3629,308,0,0.8,neuromorpho,False,,0,0.0018659169211404,False,rf,no_lab,False
seed42:neuromorpho__20190204_sample_7.swc,42,neuromorpho__20190204_sample_7.swc,interneuron,6489,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9952,True,1,0.0,,,0.0,0.68,0.0,0.32,4411,2077,0,1.07,neuromorpho,False,,0,0.0016849393373297,False,rf,no_lab,False
seed42:neuromorpho__20190204_sample_9.swc,42,neuromorpho__20190204_sample_9.swc,interneuron,3707,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9955,True,1,0.0,,,0.0,0.865,0.0,0.135,3205,501,0,0.7,neuromorpho,False,,0,0.0018158787858409,False,rf,no_lab,False
seed42:neuromorpho__20190211_sample_6.swc,42,neuromorpho__20190211_sample_6.swc,interneuron,4479,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9871,True,1,0.0,,,0.0,0.689,0.0,0.311,3084,1394,0,0.73,neuromorpho,False,,0,0.0182634575443991,False,rf,no_lab,False
seed42:neuromorpho__20190212_sample_4.swc,42,neuromorpho__20190212_sample_4.swc,interneuron,9754,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9973,True,1,0.0,,,0.0,0.993,0.0,0.007,9682,71,0,1.36,neuromorpho,False,,0,0.0198166487782863,False,rf,no_lab,False
seed42:neuromorpho__20190212_sample_7.swc,42,neuromorpho__20190212_sample_7.swc,interneuron,1633,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9791,True,1,0.0,,,0.0,0.759,0.0,0.241,1239,393,0,0.66,neuromorpho,False,,0,0.0487693086272969,False,rf,no_lab,False
seed42:neuromorpho__20190213_sample_7.swc,42,neuromorpho__20190213_sample_7.swc,interneuron,9194,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9972,True,1,0.0,,,0.0,0.893,0.0,0.107,8210,983,0,1.08,neuromorpho,False,,0,0.0022748591896356,False,rf,no_lab,False
seed42:neuromorpho__20190214_sample_1.swc,42,neuromorpho__20190214_sample_1.swc,interneuron,4239,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.9979,True,1,0.0,,,0.0,0.962,0.0,0.037,4080,158,0,0.83,neuromorpho,False,,0,0.0258666110898681,False,rf,no_lab,False
seed42:neuromorpho__20190221_sample_4.swc,42,neuromorpho__20190221_sample_4.swc,interneuron,2725,v12_gentle_seed42,1.0,1.0,1.0,1.0,,interneuron,0.8325,True,1,0.0,,,0.0,0.726,0.0,0.274,1978,746,0,0.61,neuromorpho,False,,0,0.0925583729557774,False,rf,no_lab,False
