precision,recall,threshold
0.07653283084505001,1.0,0.0019096777732645
0.07654392577558712,1.0,0.0019126772529985
0.07655502392344497,1.0,0.0019165462039447
0.0765661252900232,1.0,0.0019175394995458
0.07657722987672226,1.0,0.0019191021326311
0.07658833768494343,1.0,0.0019254579321374
0.07659944871608879,1.0,0.0019293480006113
0.07661056297156123,1.0,0.0019310690284057
0.07662168045276448,1.0,0.001942153573979
0.07663280116110305,1.0,0.0019445159252913
0.07664392509798229,1.0,0.001945628295171
0.07665505226480836,1.0,0.0019470546601027
0.07666618266298823,1.0,0.0019492658378964
0.07667731629392971,1.0,0.0019519819483443
0.0766884531590414,1.0,0.0019649674426648
0.07669959325973272,1.0,0.0019675883210876
0.07671073659741391,1.0,0.0019745352226738
0.07672188317349608,1.0,0.0019755376045803
0.07673303298939108,1.0,0.0019862049135575
0.07674418604651163,1.0,0.0019877087338507
0.07675534234627127,1.0,0.0019927154558393
0.07676650189008433,1.0,0.0020025278806713
0.076777664679366,1.0,0.0020039824440471
0.07678883071553229,1.0,0.0020066889183
0.0768,1.0,0.0020175787851456
0.07681117253418679,1.0,0.0020278827895761
0.07682234831951112,1.0,0.0020497320018584
0.07683352735739232,1.0,0.0020518164810949
0.07684470964925047,1.0,0.0020532500218093
0.07685589519650655,1.0,0.0020610326973966
0.07686708400058233,1.0,0.0020740924977077
0.0768782760629004,1.0,0.0020770938825513
0.07688947138488422,1.0,0.0020771215991807
0.07690066996795805,1.0,0.0020815108218866
0.07691187181354697,1.0,0.0020824097054447
0.07692307692307693,1.0,0.0020839270472222
0.07693428529797465,1.0,0.0020911711610273
0.07694549693966773,1.0,0.0020944135053934
0.07695671184958461,1.0,0.0020992271081198
0.07696793002915452,1.0,0.0021015337682738
0.07697915147980755,1.0,0.0021021459509966
0.07699037620297462,1.0,0.0021031062033454
0.0770016042000875,1.0,0.0021087259956058
0.07701283547257877,1.0,0.0021184770767786
0.07702407002188184,1.0,0.0021268048139691
0.077035307849431,1.0,0.0021276753426063
0.07704654895666131,1.0,0.0021297193984033
0.07705779334500876,1.0,0.002136619199004
0.07706904101591008,1.0,0.0021502654441657
0.07708029197080292,1.0,0.0021506801640159
0.07709154621112571,1.0,0.0021514552010151
0.07710280373831775,1.0,0.0021522942989657
0.0771140645538192,1.0,0.0021635164449866
0.07712532865907099,1.0,0.0021641418408709
0.07713659605551497,1.0,0.0021778158691322
0.0771478667445938,1.0,0.0021897131266375
0.07715914072775099,1.0,0.0021900121425652
0.07717041800643087,1.0,0.0022018402574795
0.07718169858207864,1.0,0.0022224491463167
0.07719298245614035,1.0,0.0022310025133744
0.07720426963006287,1.0,0.002243086621287
0.07721556010529394,1.0,0.0022529634685271
0.07722685388328214,1.0,0.0022689636642209
0.07723815096547688,1.0,0.0022721519838558
0.07724945135332846,1.0,0.0022747207660217
0.07726075504828797,1.0,0.0022748591896356
0.07727206205180741,1.0,0.0022870509921702
0.07728337236533958,1.0,0.0022874069302795
0.07729468599033816,1.0,0.0022937476073481
0.07730600292825769,1.0,0.0023000432468888
0.07731732318055352,1.0,0.0023040371394573
0.0773286467486819,1.0,0.0023042125973121
0.0773399736340999,1.0,0.0023063060502849
0.07735130383826545,1.0,0.002314001081357
0.07736263736263736,1.0,0.0023189354138235
0.07737397420867527,1.0,0.0023202225602399
0.07738531437783966,1.0,0.0023308532556891
0.0773966578715919,1.0,0.0023326032674136
0.07740800469139422,1.0,0.0023327797699279
0.07741935483870968,1.0,0.0023376231197712
0.0774307083150022,1.0,0.0023393067742977
0.07744206512173658,1.0,0.0023491604776317
0.07745342526037846,1.0,0.0023563547526079
0.07746478873239436,1.0,0.0023603633817076
0.07747615553925165,1.0,0.002360477651737
0.07748752568241855,1.0,0.0023671909268499
0.07749889916336415,1.0,0.00236855866298
0.07751027598355843,1.0,0.0023719706583336
0.07752165614447218,1.0,0.0023743282376727
0.07753303964757709,1.0,0.0023801599450235
0.07754442649434572,1.0,0.0023823921819854
0.07755581668625147,1.0,0.0023835739250509
0.07756721022476862,1.0,0.0023889368733586
0.07757860711137232,1.0,0.0023943898244644
0.07759000734753857,1.0,0.0023963878379316
0.07761281787446715,1.0,0.0024012504191321
0.07762422816818583,1.0,0.0024089502313308
0.0776356418173798,1.0,0.0024270981935709
0.07764705882352942,1.0,0.0024275226796584
0.0776584791881159,1.0,0.0024306370668729
0.07766990291262135,1.0,0.0024613091750522
0.07768132999852877,1.0,0.0024725303877181
0.07769276044732196,1.0,0.0024740276276212
0.07770419426048565,1.0,0.002484249492762
0.07771563143950544,1.0,0.0024892534735805
0.0777270719858678,1.0,0.0024929758229077
0.07773851590106007,1.0,0.0024945259318382
0.07774996318657046,1.0,0.0024961642287257
0.07776141384388807,1.0,0.0024990427284389
0.07777286787450287,1.0,0.0025101784623188
0.07778432527990571,1.0,0.0025296551287002
0.07779578606158834,1.0,0.0025350066409587
0.07780725022104333,1.0,0.0025461444321935
0.07781871775976419,1.0,0.0025464880668331
0.07783018867924528,1.0,0.0025520222594385
0.07784166298098187,1.0,0.0025525376097983
0.07785314066647006,1.0,0.0025572615913081
0.0778646217372069,1.0,0.0025744662171868
0.07787610619469026,1.0,0.0025797143877645
0.07788759404041894,1.0,0.00259189890554
0.0778990852758926,1.0,0.0026032459434849
0.07791057990261177,1.0,0.0026082854611242
0.07792207792207792,1.0,0.0026119754760341
0.07793357933579335,1.0,0.0026183190891669
